6564	93	10693
382	203	11888
10486	108	6860
6454	173	5929
14317	194	2009
8705	75	7594
11092	64	3382
892	17	4208
13124	203	1413
3981	93	9940
11310	48	9661
11527	149	7440
3320	112	12066
6005	94	6142
11453	105	7734
11680	228	12120
5741	207	11533
3319	101	7938
9844	77	2070
13672	109	4880
13316	77	431
1790	75	5736
12692	127	13943
4743	150	13777
13980	105	11310
11310	48	5914
1470	174	8597
10814	168	13201
4228	189	12205
12932	191	2197
12811	150	3559
11987	222	524
10093	183	1723
1091	93	9308
6479	203	1952
13601	209	2236
9518	0	5455
4940	198	10465
6369	5	6480
6374	107	270
3368	165	13756
13312	75	4021
423	93	3357
12306	183	10852
12092	0	8120
7301	196	6367
11191	167	8352
13035	148	4186
10724	77	431
4120	150	711
8449	77	13872
1020	0	5663
3349	112	2103
5351	94	2631
7772	170	4118
13726	56	12703
6058	207	865
1908	171	10191
10576	0	7689
3660	93	4386
9478	163	4870
11578	0	5642
7258	158	11383
9216	154	9502
970	150	3906
2445	112	4440
121	94	4994
2133	124	417
3757	224	3583
6951	197	7018
12397	203	11360
13120	158	1197
14315	77	12548
8555	93	6123
8994	75	4883
6042	173	5669
5636	105	11310
8705	75	1916
1527	108	1770
6728	183	8992
12874	60	2639
7439	209	2236
2341	163	13468
6730	211	8328
1507	93	11877
11679	158	11145
672	93	10624
8066	129	13513
4556	123	3221
10624	93	10240
10079	201	13448
13232	191	10810
8757	75	369
5587	159	13148
10626	94	14145
7100	0	5663
2052	164	2226
5794	43	7870
9650	41	4790
730	216	11288
3327	96	3327
8575	167	2650
1925	94	11047
912	178	10810
10913	201	14301
13369	191	8506
8571	70	10254
119	108	13312
262	108	8716
847	194	2009
12872	231	8705
12060	208	6652
6727	203	13845
3208	0	5455
4106	108	8220
3789	116	524
8367	60	813
4065	141	10979
12555	108	11482
5966	6	12922
12307	170	12206
11565	108	2304
5080	210	5558
1575	230	14239
919	167	6699
10145	108	11310
2937	6	13943
13664	93	582
7000	209	8685
7387	93	1980
1264	158	2872
13225	51	1174
1019	108	12408
13792	212	10652
13211	77	13947
8533	224	3583
8705	75	5791
4495	6	11765
11018	108	6322
4067	108	11113
11264	105	8705
2304	145	2963
3827	235	13067
2497	183	13270
7070	52	1901
8292	77	3447
12407	175	6739
6025	0	5663
3545	110	11178
8068	175	6739
10531	203	7465
3485	121	9884
8181	25	8181
2057	93	2638
5070	116	4329
4663	108	11310
8310	112	7786
12671	121	9884
9441	213	2443
6264	115	9556
6624	143	336
12189	62	5293
1399	0	478
327	158	3585
13933	203	6911
12874	189	10800
7999	108	7298
13079	93	12192
8272	28	9957
6759	124	8309
12677	59	14177
124	0	13174
11765	164	2052
6860	110	3441
3974	17	9256
12401	93	11243
11860	18	1308
8873	108	2562
11842	115	5780
11038	163	3745
10365	107	13930
14045	203	4081
6717	18	1308
646	170	6307
3681	127	13943
11037	203	12164
9089	207	7810
13988	195	13050
9495	18	1308
10651	135	11310
12451	163	1556
4974	41	12149
6260	201	9610
7980	222	4329
8387	107	14151
9030	198	1862
12584	0	5648
695	17	293
5490	127	4228
8588	167	9442
11581	170	7815
1995	94	6383
10779	18	1308
2147	183	8215
5080	109	5046
10194	93	537
10153	119	12072
6999	190	11521
2340	143	14295
5795	127	4974
9665	171	10191
5706	191	2197
4811	219	13413
7769	105	11310
5741	167	2750
5175	108	2700
11362	93	2067
3762	58	6798
4095	195	5867
8705	146	5959
5080	210	8927
11480	89	5439
10042	0	14181
13835	19	961
3368	172	11405
5482	67	6916
384	177	6713
13091	105	11310
9153	49	10154
10107	77	6246
12553	209	6367
5158	77	13872
7679	207	12401
5488	18	1308
10119	170	4364
9263	7	10806
8922	93	987
2123	118	2009
5030	138	911
1445	116	5168
1311	230	11507
11102	93	6049
14009	23	11779
5164	123	6860
13638	213	12280
12503	6	12424
12330	18	1308
11906	208	3979
10466	203	7742
388	43	13620
2590	19	672
774	189	2315
13491	213	8072
2312	34	8994
13455	189	11016
10076	18	1308
3332	75	11970
2553	41	9440
13109	196	6367
5080	212	3242
9503	121	9884
13140	226	989
3426	150	12292
6574	170	3974
3127	158	4775
7171	105	8705
7659	153	14063
4470	0	360
2768	93	11152
8856	75	7802
930	226	13096
11321	105	11310
5669	60	78
5075	230	9455
4789	33	12981
9230	0	5642
5969	94	244
12529	59	11455
12189	62	4968
10301	61	1777
7886	75	6608
6196	158	9484
8705	75	7909
9208	143	12053
9009	94	1197
7438	100	12188
4820	108	1051
5284	129	13513
6259	170	7999
10130	129	13513
6223	203	558
2185	209	2236
13200	0	2041
6009	127	4731
3531	228	12481
2647	64	11171
5351	207	1097
5728	183	4220
3489	203	11360
4286	211	9384
711	207	2715
3425	94	2044
11873	159	13397
11564	119	5733
2280	150	11977
1109	77	6942
14383	34	5666
8367	6	13455
10492	163	552
4245	158	14443
7905	93	10691
5957	19	7865
9480	203	12495
997	128	10304
1025	150	4935
2820	108	2562
12003	108	8705
10305	168	6952
7077	167	12713
11895	163	8047
3112	60	14390
12363	150	8518
9011	94	11707
4936	126	14528
2951	145	2963
5674	78	14331
8468	196	11092
5661	0	13174
11708	102	7353
8744	115	9056
1313	203	13711
432	18	1308
9338	75	8509
6705	230	12526
7101	207	13553
6555	112	8313
13102	0	13174
13316	162	1167
1631	0	501
2480	79	12834
4157	105	7734
182	89	12643
13566	75	8837
9381	158	6705
4495	6	12922
11319	167	8352
467	108	308
14078	228	121
3964	171	10191
765	75	7824
11346	176	13125
11873	222	12490
5741	167	1987
12688	93	11295
4971	203	12808
3545	110	9927
5886	24	2009
9721	56	4895
12518	150	506
6049	93	11528
2230	143	336
5231	77	9818
4263	171	10191
12291	22	364
11310	75	6413
12811	158	6017
3097	230	11507
3659	183	4895
12602	77	12744
2070	110	9928
4023	93	6592
4154	201	7105
1014	127	12604
10222	77	2246
3243	70	4666
13445	70	11399
415	159	5541
14323	93	1785
532	150	3342
6614	196	2236
3531	191	8506
7656	1	2495
4579	189	9822
2236	64	6612
3936	236	11415
7895	214	4572
12932	77	14492
9884	73	3692
13916	0	5642
8012	110	13995
9372	99	11161
1538	96	1538
11332	158	3153
13737	19	7388
3113	43	14365
14001	211	4747
7483	150	13777
10247	150	5900
13440	119	35
11626	55	2257
13554	190	932
3708	108	11310
4800	94	2474
6005	94	5231
5894	0	13174
3344	170	144
7108	158	9534
10213	207	1879
14496	203	4207
6279	121	13339
12951	132	9851
3357	158	13069
14363	0	2041
3771	42	5585
5560	203	4326
8412	110	8537
990	26	3783
14195	56	5189
6472	189	11432
5174	178	8506
2149	211	11989
12105	17	4582
7229	209	2236
6814	107	8548
14271	17	10462
2554	134	6959
4441	61	9614
12641	150	12878
12662	203	14323
5351	94	11584
13864	108	13029
9237	150	5009
7813	83	12101
13465	212	572
8042	158	11962
9095	142	12974
11495	211	4135
5263	108	1290
1113	93	14025
13897	108	4649
4041	209	8685
10134	207	7133
8400	104	2009
12664	166	3538
2789	123	11310
820	163	11544
912	93	5780
10001	0	11356
846	146	1512
13854	143	3553
9050	170	5706
848	150	2649
1736	185	12851
5006	150	10986
3399	170	279
3910	83	3337
3138	150	1925
14319	0	14181
2289	158	12469
518	0	943
5243	94	13917
4974	60	12698
11526	119	8569
14007	94	8247
13628	203	8555
2169	93	9829
12158	163	12165
10901	59	14153
12656	108	2446
928	93	11486
10459	149	12207
11587	52	7135
11089	75	5799
6419	143	7206
13897	228	2649
11649	31	3720
12451	163	12440
1245	189	14234
3036	209	11092
4586	94	6696
3787	178	10810
14002	56	11313
10934	96	10934
400	118	8079
8329	183	8994
2932	205	671
11598	170	13617
2333	49	4101
11529	170	9851
13960	93	6864
1412	194	2009
2554	203	8599
13705	224	3583
592	93	11610
4590	0	5455
10412	121	9884
13801	17	4264
2912	0	7560
13648	105	8705
6005	167	12843
14029	108	10102
5926	56	40
13059	75	6499
8437	163	163
1997	233	14422
4871	110	11317
5625	64	9254
7912	0	7689
11665	226	6637
3036	196	6367
1630	150	10146
6044	56	8604
11527	149	9314
11126	126	13890
769	150	12839
3982	18	1308
3545	110	5918
3328	158	10024
10601	150	2649
11608	150	711
11243	170	2293
4710	163	12570
9798	115	5101
4325	104	2009
5252	17	1960
11828	211	9291
891	108	13029
8994	148	10154
5080	210	9044
10890	59	14187
10151	94	9801
403	86	2243
3184	203	2169
9130	158	10672
7519	164	4974
3144	148	10485
2468	108	1281
5377	77	2246
10122	105	11310
9847	108	2692
926	115	4369
2453	118	2009
7041	41	5669
1447	77	7867
10980	6	13455
8631	167	11842
10161	93	7434
754	102	905
14342	5	2076
4944	171	10191
1888	64	14119
1697	93	4680
8693	150	13834
9476	163	2031
394	216	14063
10481	191	10810
3444	93	9271
1669	17	7284
6555	112	6409
752	121	9884
6884	191	2197
13980	150	711
7939	115	3467
85	170	10546
6170	162	9782
7607	183	2443
849	138	4884
5010	171	10191
11889	121	9884
14276	143	5831
1281	145	2963
8490	158	12375
12588	143	11917
13740	196	8685
570	129	4874
1245	6	9792
8069	233	1734
12231	201	3562
12224	170	1070
7336	158	11172
2678	10	6860
13610	123	11310
8594	158	891
5436	203	2894
14007	94	4803
14007	94	6803
714	39	5168
933	94	6660
9853	110	7350
7902	151	4126
6081	56	932
8705	110	7857
1031	203	4
9284	93	9237
9169	171	10191
7980	116	524
10648	115	9911
6954	143	12053
12220	93	595
10434	229	2962
4935	94	1972
13033	229	10671
3153	162	12686
7640	170	13626
11309	150	5119
2443	208	8809
10035	93	13498
2651	19	10179
4592	108	11310
3221	48	1567
9741	105	142
1435	150	10213
12303	64	2370
4778	59	12165
13297	205	671
14228	108	2728
3468	143	9418
6554	230	7244
10474	6	8475
11420	18	1308
1261	158	2085
12472	119	5884
8978	191	2927
13884	129	13513
12485	112	1067
14218	158	2868
11126	126	8706
8352	115	7691
10213	207	4060
6789	226	2902
12495	203	12458
9908	159	14414
4144	93	4869
2177	143	4689
2358	150	4935
3427	207	7076
6966	0	943
13368	94	5160
14430	105	7734
10120	115	5747
2243	107	12300
11310	75	14223
7357	108	8705
11212	18	1308
12500	124	5586
4095	150	6757
3355	59	9969
11130	12	3033
5261	116	4329
7734	48	10588
5124	93	1261
9176	151	6585
12463	190	14297
2838	6	3457
3545	110	101
11371	171	10191
7516	167	5140
4238	123	13930
5647	167	9442
6757	167	13024
12194	170	10745
8876	171	10191
14008	158	4024
4240	171	10191
13841	115	9348
10468	94	1371
10945	150	13834
1232	0	2744
3513	93	8064
3349	112	4103
10590	200	9112
14454	87	8943
13822	5	9447
6624	108	10304
5263	108	706
6281	150	14193
5195	119	12182
9115	59	9305
2864	118	99
8979	115	8260
13967	64	2370
7350	77	9853
7020	19	401
2846	163	2891
5698	228	1241
7262	164	5669
875	208	11151
686	83	3493
10860	207	5589
5552	49	8023
1099	18	1308
12351	23	13091
7599	93	5858
3200	0	2004
9450	107	4446
13102	0	5663
6367	64	5091
13112	0	5455
9248	58	3509
2036	88	12787
2227	203	12224
7284	183	2443
7279	177	12894
998	209	8685
8948	105	7734
7808	17	646
535	150	4190
3524	203	6393
11834	119	11631
13757	158	2293
13250	0	943
4977	110	7780
10269	22	1096
9893	83	8356
9707	70	6685
6205	171	10191
12042	115	12156
6341	150	12292
12874	6	13698
312	34	8757
13623	59	9823
11105	113	13253
11515	203	2796
11904	46	12503
6872	197	13863
14367	229	3052
9760	41	4998
7253	45	4329
1327	211	13234
2623	226	645
14505	107	3107
2586	158	11350
5542	150	5119
13024	115	8195
3610	150	2933
1537	22	2150
2807	167	6264
11771	94	6307
12250	175	6739
6555	112	10500
1145	158	10326
8685	64	12678
14188	225	297
10426	209	11092
3043	93	10164
2768	170	4890
8320	110	12250
6950	89	13691
1596	143	336
4227	228	7863
12873	33	9770
14471	170	7224
3722	172	14454
9407	0	8798
5046	145	5459
1380	77	431
13910	108	5046
8155	153	14063
3776	93	9842
12231	201	14222
6367	64	6786
6448	184	10152
8821	203	4320
2460	210	13737
2299	77	6363
13619	0	943
9072	0	11356
819	83	10898
3961	225	6019
2895	194	2009
3221	172	7859
1097	150	1995
7077	94	3452
337	203	2529
13411	93	12283
4852	94	11523
2658	41	9919
12458	203	1313
4402	207	8427
2146	196	11092
9471	94	1693
11969	33	12138
6441	158	5225
13820	56	4895
13366	0	2041
7554	170	3087
13909	17	11433
5557	25	5557
4687	97	10514
1380	225	9917
4125	79	8705
4778	59	1365
2642	94	11483
4232	163	470
13962	19	8141
191	159	12037
1393	93	11882
3930	77	13947
5032	123	3368
4329	65	12490
11792	84	10657
345	163	14211
2269	183	10926
13428	38	1050
10441	93	12964
2055	195	9544
7390	175	6739
444	72	611
12454	81	12454
5351	207	11279
8732	17	5592
10803	17	1386
10084	219	4543
11092	64	1142
1128	167	1121
3855	172	9482
6367	64	398
10468	94	10499
2821	190	6343
3415	105	11310
2181	43	473
8650	209	2236
7302	163	12883
2017	178	10810
2658	6	4731
10877	225	9412
715	197	3322
11098	150	13752
2793	17	2212
9897	75	4440
9746	228	4571
9998	0	7592
1965	150	10347
10468	207	9514
13424	109	4307
3221	75	3508
13764	150	4645
1432	158	8316
290	41	11902
814	93	5950
13206	162	1153
5284	162	6733
1987	115	5689
613	123	8705
14183	75	4468
5416	186	7536
1968	143	1893
5897	183	1589
9683	77	4609
10391	93	7386
13551	207	4873
695	108	13312
10724	230	243
10678	0	943
4876	110	6024
6233	141	7079
8978	108	13539
6314	19	3057
6828	191	8506
5457	19	4346
6628	171	11657
6817	143	3553
4852	94	6383
3283	94	3709
9673	163	4580
1806	150	14329
36	190	3607
6289	172	601
11491	159	7507
7516	94	175
660	158	5146
4986	191	11148
10319	196	8685
10866	143	3553
5557	177	365
2601	15	2874
6050	77	14208
6380	201	8483
3002	108	14136
7796	213	4895
5254	115	8701
5595	101	7938
5953	150	444
7077	94	11687
2236	64	3921
7041	60	5766
415	159	1203
9498	207	10791
10499	168	604
12303	64	5043
159	126	7477
4681	120	11310
14494	186	6370
12835	203	13576
327	150	5463
14369	207	9144
5444	150	1758
8261	121	9884
876	59	9625
14172	77	10214
6020	18	1308
2354	163	532
4623	93	6598
923	93	6550
10025	158	9734
2565	93	4361
774	41	12922
10341	108	3221
6703	171	11657
1665	190	96
1572	128	142
3521	102	13843
11145	77	14492
2582	150	711
12594	121	9884
462	108	12408
4650	203	12494
1900	162	7852
8954	207	5783
5908	150	52
5948	158	3346
2625	122	5245
11639	7	13644
3320	112	13397
5333	8	11504
6891	64	6386
2742	150	7556
4081	150	4180
4935	94	12892
11292	158	13225
10427	93	2023
9092	178	10810
8861	204	1285
6554	129	13513
13319	150	1578
8183	190	10498
11341	93	6002
2019	150	5463
7611	197	4119
11556	49	8931
4888	6	5669
5080	210	1438
12922	6	12874
5669	6	12604
4616	183	8072
4503	0	2041
1469	150	8966
9879	108	2304
9847	230	6730
1789	94	6842
10384	127	4790
12037	226	10048
11941	150	3616
3936	199	6281
8345	125	13634
3663	63	2009
11483	108	11400
2783	119	6780
2181	43	9717
13062	183	7562
13946	228	6005
5826	143	12053
3704	18	1308
10469	93	3058
8286	225	6724
13150	209	11092
6622	6	7519
11516	96	11516
11360	183	2780
3687	75	3199
12472	119	7503
10284	158	13278
2157	108	3854
836	86	8162
10431	116	12303
1268	75	4603
83	207	12501
10724	143	336
11091	112	1015
13320	93	11937
12474	17	5554
14455	123	11310
1645	105	11310
13911	108	12315
524	64	10431
3709	17	5848
4937	49	4101
1014	127	4974
11107	94	905
6168	227	4663
2838	6	7519
8559	225	7837
7884	75	9182
3347	203	10240
4466	203	2463
10127	168	8200
13834	207	10834
7596	0	9641
11802	17	1772
6045	203	7361
1872	101	7938
11195	163	9237
11092	64	10541
10135	61	8128
8310	234	11450
213	203	4
1123	171	10191
8705	172	3348
8994	148	6082
6671	138	7767
11981	108	1288
1599	41	4731
7474	108	3319
14416	98	1736
5516	80	4813
5474	171	11657
12485	112	4541
5003	0	360
4020	76	4659
12535	0	7560
1189	196	11092
235	207	10089
12686	150	235
700	18	1308
686	32	11310
4229	0	2537
7277	171	10191
8651	49	10086
1947	108	12408
870	103	10232
8541	209	8685
11016	93	8059
10816	77	12528
14492	110	7474
13180	149	2010
2718	167	12646
12929	150	12812
7516	167	1230
7381	105	9213
8768	105	7734
5589	158	4404
9438	94	4752
5959	87	2243
5415	138	7767
4656	126	628
315	143	336
2743	150	7077
13461	170	8205
13078	171	10191
13517	158	387
10522	150	4665
5741	94	7283
10725	163	6455
5720	93	1025
1245	41	8015
1661	93	8649
8216	93	6634
4165	190	3575
11980	93	10676
3514	170	2167
14290	93	9496
8229	24	2009
3545	110	12613
11188	183	4862
3112	189	5795
3699	218	11310
13841	70	3699
8533	68	5632
2580	158	10507
4228	189	4617
12696	86	8387
10397	77	12744
10278	167	2377
997	87	1442
13749	77	4879
4859	105	11310
7599	158	12121
646	211	1748
9450	107	11167
12964	158	3359
4402	72	13630
5470	112	10291
4920	64	2370
362	0	360
11270	93	14043
2855	189	5963
14131	108	11310
11371	119	8017
2029	18	1308
2830	148	479
7516	94	4658
5225	18	1308
8177	94	8165
2255	94	2545
2641	93	6550
7437	0	13174
12189	112	11438
6029	110	8293
259	170	4885
4971	203	6293
12383	209	2236
922	46	4974
6281	150	83
1005	129	13513
3895	108	6166
5685	127	8497
12874	189	13337
9737	43	7030
10793	108	11310
13488	93	3064
10498	139	6178
9210	150	5741
4067	108	2562
14270	158	6204
11396	0	360
8320	110	4702
13327	189	14019
5412	171	10191
